INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (1, 309635173, DATE '2022-6-3', 'Miasto_1', '45940', 'Ulica_1', '196', '14', 1);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (28, 537553339, DATE '2022-7-2', 'Miasto_28', '46114', 'Ulica_28', '17', '15', 28);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (29, 839473751, DATE '2022-7-3', 'Miasto_29', '45625', 'Ulica_29', '93', '14', 29);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (30, 416541603, DATE '2022-7-4', 'Miasto_30', '45448', 'Ulica_30', '8', '29', 30);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (31, 265366464, DATE '2022-7-5', 'Miasto_31', '41582', 'Ulica_31', '159', '25', 31);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (32, 757992753, DATE '2022-7-6', 'Miasto_32', '45943', 'Ulica_32', '124', '29', 32);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (33, 165742569, DATE '2022-7-7', 'Miasto_33', '41894', 'Ulica_33', '189', '35', 33);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (34, 520121065, DATE '2022-7-8', 'Miasto_34', '49350', 'Ulica_34', '65', '5', 34);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (35, 792188860, DATE '2022-7-9', 'Miasto_35', '46730', 'Ulica_35', '89', '29', 35);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (36, 136969784, DATE '2022-7-10', 'Miasto_36', '42352', 'Ulica_36', '26', '39', 36);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (37, 207891184, DATE '2022-7-11', 'Miasto_37', '43339', 'Ulica_37', '24', '19', 37);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (38, 853676338, DATE '2022-7-12', 'Miasto_38', '47364', 'Ulica_38', '17', '43', 38);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (39, 981231377, DATE '2022-7-13', 'Miasto_39', '49740', 'Ulica_39', '33', '42', 39);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (40, 342300858, DATE '2022-7-14', 'Miasto_40', '48498', 'Ulica_40', '184', '25', 40);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (41, 245599212, DATE '2022-7-15', 'Miasto_41', '41759', 'Ulica_41', '125', '5', 41);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (42, 186183273, DATE '2022-7-16', 'Miasto_42', '48046', 'Ulica_42', '14', '40', 42);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (43, 259093201, DATE '2022-7-17', 'Miasto_43', '43263', 'Ulica_43', '122', '34', 43);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (44, 256388092, DATE '2022-7-18', 'Miasto_44', '41844', 'Ulica_44', '47', '26', 44);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (45, 701463690, DATE '2022-7-19', 'Miasto_45', '48983', 'Ulica_45', '145', '6', 45);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (46, 568105728, DATE '2022-7-20', 'Miasto_46', '47890', 'Ulica_46', '96', '26', 46);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (47, 991464092, DATE '2022-7-21', 'Miasto_47', '41835', 'Ulica_47', '129', '34', 47);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (48, 339215012, DATE '2022-7-22', 'Miasto_48', '48108', 'Ulica_48', '71', '36', 48);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (49, 332039531, DATE '2022-7-23', 'Miasto_49', '45650', 'Ulica_49', '91', '27', 49);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (50, 803517395, DATE '2022-7-24', 'Miasto_50', '46358', 'Ulica_50', '26', '10', 50);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (51, 470891653, DATE '2022-7-25', 'Miasto_51', '44127', 'Ulica_51', '166', '33', 51);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (52, 578742915, DATE '2022-7-26', 'Miasto_52', '43574', 'Ulica_52', '49', '31', 52);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (53, 919228212, DATE '2022-7-27', 'Miasto_53', '47804', 'Ulica_53', '56', '19', 53);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (54, 625529855, DATE '2022-7-28', 'Miasto_54', '44761', 'Ulica_54', '108', '5', 54);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (55, 347046968, DATE '2022-8-1', 'Miasto_55', '45154', 'Ulica_55', '134', '35', 55);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (56, 399411925, DATE '2022-8-2', 'Miasto_56', '46537', 'Ulica_56', '199', '38', 56);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (57, 712274659, DATE '2022-8-3', 'Miasto_57', '44321', 'Ulica_57', '81', '24', 57);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (58, 129914600, DATE '2022-8-4', 'Miasto_58', '41112', 'Ulica_58', '102', '14', 58);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (59, 359183712, DATE '2022-8-5', 'Miasto_59', '46107', 'Ulica_59', '97', '31', 59);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (60, 704241356, DATE '2022-8-6', 'Miasto_60', '45387', 'Ulica_60', '72', '15', 60);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (61, 108912060, DATE '2022-8-7', 'Miasto_61', '47978', 'Ulica_61', '55', '38', 61);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (62, 985196467, DATE '2022-8-8', 'Miasto_62', '49656', 'Ulica_62', '196', '12', 62);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (63, 176236988, DATE '2022-8-9', 'Miasto_63', '42965', 'Ulica_63', '163', '30', 63);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (64, 498657485, DATE '2022-8-10', 'Miasto_64', '49955', 'Ulica_64', '122', '47', 64);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (65, 640183027, DATE '2022-8-11', 'Miasto_65', '45851', 'Ulica_65', '161', '11', 65);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (66, 952859707, DATE '2022-8-12', 'Miasto_66', '43612', 'Ulica_66', '83', '23', 66);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (67, 370761940, DATE '2022-8-13', 'Miasto_67', '49180', 'Ulica_67', '188', '34', 67);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (68, 733785836, DATE '2022-8-14', 'Miasto_68', '47367', 'Ulica_68', '65', '15', 68);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (69, 718950723, DATE '2022-8-15', 'Miasto_69', '43761', 'Ulica_69', '34', '38', 69);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (70, 910823379, DATE '2022-8-16', 'Miasto_70', '41994', 'Ulica_70', '13', '44', 70);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (71, 233063238, DATE '2022-8-17', 'Miasto_71', '41635', 'Ulica_71', '190', '43', 71);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (72, 875301349, DATE '2022-8-18', 'Miasto_72', '47670', 'Ulica_72', '59', '16', 72);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (73, 654532143, DATE '2022-8-19', 'Miasto_73', '47007', 'Ulica_73', '199', '37', 73);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (74, 288063004, DATE '2022-8-20', 'Miasto_74', '43643', 'Ulica_74', '42', '7', 74);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (75, 134690237, DATE '2022-8-21', 'Miasto_75', '47019', 'Ulica_75', '174', '37', 75);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (76, 547850088, DATE '2022-8-22', 'Miasto_76', '49730', 'Ulica_76', '120', '13', 76);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (77, 188318541, DATE '2022-8-23', 'Miasto_77', '44600', 'Ulica_77', '33', '17', 77);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (78, 928319699, DATE '2022-8-24', 'Miasto_78', '47968', 'Ulica_78', '160', '7', 78);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (79, 212502038, DATE '2022-8-25', 'Miasto_79', '44489', 'Ulica_79', '182', '22', 79);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (80, 716600189, DATE '2022-8-26', 'Miasto_80', '41561', 'Ulica_80', '151', '8', 80);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (81, 394029300, DATE '2022-8-27', 'Miasto_81', '46718', 'Ulica_81', '6', '34', 81);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (82, 609703731, DATE '2022-8-28', 'Miasto_82', '42172', 'Ulica_82', '193', '19', 82);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (83, 906939303, DATE '2022-9-1', 'Miasto_83', '42914', 'Ulica_83', '158', '8', 83);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (84, 530318535, DATE '2022-9-2', 'Miasto_84', '45971', 'Ulica_84', '194', '34', 84);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (85, 367126240, DATE '2022-9-3', 'Miasto_85', '41618', 'Ulica_85', '5', '24', 85);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (86, 352162971, DATE '2022-9-4', 'Miasto_86', '46256', 'Ulica_86', '132', '9', 86);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (87, 941102067, DATE '2022-9-5', 'Miasto_87', '46584', 'Ulica_87', '36', '6', 87);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (88, 765630402, DATE '2022-9-6', 'Miasto_88', '44332', 'Ulica_88', '81', '48', 88);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (89, 556810353, DATE '2022-9-7', 'Miasto_89', '48770', 'Ulica_89', '188', '41', 89);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (90, 239538126, DATE '2022-9-8', 'Miasto_90', '41150', 'Ulica_90', '174', '13', 90);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (91, 217489722, DATE '2022-9-9', 'Miasto_91', '47286', 'Ulica_91', '52', '28', 91);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (92, 800364535, DATE '2022-9-10', 'Miasto_92', '44713', 'Ulica_92', '66', '21', 92);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (93, 138001748, DATE '2022-9-11', 'Miasto_93', '41665', 'Ulica_93', '74', '32', 93);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (94, 788628681, DATE '2022-9-12', 'Miasto_94', '41600', 'Ulica_94', '64', '19', 94);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (95, 338674873, DATE '2022-9-13', 'Miasto_95', '46205', 'Ulica_95', '199', '12', 95);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (96, 923720131, DATE '2022-9-14', 'Miasto_96', '46511', 'Ulica_96', '150', '10', 96);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (97, 896127016, DATE '2022-9-15', 'Miasto_97', '43101', 'Ulica_97', '177', '10', 97);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (98, 755781675, DATE '2022-9-16', 'Miasto_98', '42173', 'Ulica_98', '22', '41', 98);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (99, 226930830, DATE '2022-9-17', 'Miasto_99', '47973', 'Ulica_99', '183', '23', 99);
INSERT INTO dostawy (id_dostawy, nr_etykiety, data_dostawy, miasto, kod_pocztowy, ulica, numer_budynku, numer_mieszkania, zamowienia_id_zamowienia) VALUES (100, 435088834, DATE '2022-9-18', 'Miasto_100', '45039', 'Ulica_100', '165', '30', 100);
